gw,lc,ld,ang
FALSE,lsa,ltr,Lasgerdi
FALSE,lsd,rtl,Lishana Deni
FALSE,lse,ltr,Lusengo
FALSE,lsg,ltr,Lyons Sign Language
FALSE,lsh,ltr,Lish
FALSE,lsi,ltr,Lashi
FALSE,lsl,ltr,Latvian Sign Language
FALSE,lsm,ltr,Saamia
FALSE,lso,ltr,Laos Sign Language
FALSE,lsp,ltr,Panamanian Sign Language
FALSE,lsr,ltr,Aruop
FALSE,lss,ltr,Lasi
FALSE,lst,ltr,Trinidad and Tobago Sign Language
FALSE,lsy,ltr,Mauritian Sign Language
FALSE,lt,ltr,Lithuanian
FALSE,ltc,ltr,Late Middle Chinese
FALSE,ltg,ltr,Latgalian
FALSE,lti,ltr,Leti
FALSE,ltn,ltr,Latundê
FALSE,lto,ltr,Olutsotso
FALSE,lts,ltr,Lutachoni
FALSE,ltu,ltr,Latu
FALSE,lu,ltr,Luba-Katanga
FALSE,lua,ltr,Luba-Kasai
FALSE,luc,ltr,Aringa
FALSE,lud,ltr,Ludian
FALSE,lue,ltr,Luvale
FALSE,lui,ltr,Luiseño
FALSE,luj,ltr,Luna
FALSE,luk,ltr,Lunanakha
FALSE,lul,ltr,Olu’bo
FALSE,lum,ltr,Luimbi
FALSE,lun,ltr,Lunda
FALSE,luo,ltr,Dholuo
FALSE,lup,ltr,Lumbu
FALSE,luq,ltr,Lucumi
FALSE,lur,ltr,Laura
FALSE,lus,ltr,Mizo
FALSE,lut,ltr,Lushootseed
FALSE,luu,ltr,Lumba-Yakkha
FALSE,luv,ltr,Luwati
FALSE,luw,ltr,Luo
FALSE,luy,ltr,Luyia
FALSE,luz,ltr,"Luri, Southern"
FALSE,lv,ltr,Latvian
FALSE,lva,ltr,Makuva
FALSE,lvk,ltr,Lavukaleve
FALSE,lvs,ltr,"Latvian, Standard"
FALSE,lvu,ltr,Levuka
FALSE,lwa,ltr,Lwalu
FALSE,lwe,ltr,Lewo Eleng
FALSE,lwg,ltr,Oluwanga
FALSE,lwh,ltr,"Lachi, White"
FALSE,lwl,ltr,"Lawa, Eastern"
FALSE,lwm,ltr,Laomian
FALSE,lwo,ltr,Luwo
FALSE,lws,ltr,Malawian Sign Language
FALSE,lwt,ltr,Lewotobi
FALSE,lwu,ltr,Lawu
FALSE,lww,ltr,Lewo
FALSE,lya,ltr,Layakha
FALSE,lyg,ltr,Lyngngam
FALSE,lyn,ltr,Luyana
FALSE,lzh,ltr,Literary Chinese
FALSE,lzl,ltr,Litzlitz
FALSE,lzn,ltr,"Naga, Leinong"
FALSE,lzz,ltr,Laz
FALSE,maa,ltr,"Mazatec, San Jerónimo Tecóatl"
FALSE,mab,ltr,"Mixtec, Yutanduchi"
FALSE,mad,ltr,Madura
FALSE,mae,ltr,Bo-Rukul
FALSE,maf,ltr,Mafa
FALSE,mag,ltr,Magahi
FALSE,mai,ltr,Maithili
FALSE,mai-x-bajjika,ltr,Bajjika
FALSE,mai-x-dehati,ltr,
FALSE,mai-x-thethi,ltr,Theti
FALSE,maj,ltr,"Mazatec, Jalapa de Díaz"
FALSE,mak,ltr,Makasar
FALSE,mam,ltr,Mam
FALSE,man,ltr,Mandingo
FALSE,maq,ltr,"Mazatec, Chiquihuitlán"
FALSE,mar-x-ghondali,ltr,
FALSE,mar-x-junu,ltr,
FALSE,mar-x-kokani,ltr,Kokani
FALSE,mar-x-maratha,ltr,
FALSE,mar-x-mayalamarat,ltr,Malayamaratian
FALSE,mas,ltr,Maasai
FALSE,mat,ltr,"Matlatzinca, San Francisco"
FALSE,mau,ltr,"Mazatec, Huautla"
FALSE,mav,ltr,Sateré-Mawé
FALSE,maw,ltr,Mampruli
FALSE,max,ltr,"Malay, North Moluccan"
FALSE,maz,ltr,"Mazahua, Central"
FALSE,mba,ltr,Higaonon
FALSE,mbb,ltr,"Manobo, Western Bukidnon"
FALSE,mbb-x-arumanen,ltr,
FALSE,mbb-x-kiriyenteken,ltr,Kiriyenteken
FALSE,mbb-x-pulangiyan,ltr,Pulangiyen
FALSE,mbb-x-pulangiyen,ltr,Manobo Pulangiyen
FALSE,mbc,ltr,Macushi
FALSE,mbd,ltr,"Manobo, Dibabawon"
FALSE,mbf,ltr,"Malay, Baba"
FALSE,mbh,ltr,Mangseng
FALSE,mbh-x-kukura,ltr,Kukura
FALSE,mbh-x-kupi,ltr,Kupi
FALSE,mbh-x-marapu,ltr,Oraini
FALSE,mbi,ltr,"Manobo, Ilianen"
FALSE,mbj,ltr,Nadëb
FALSE,mbk,ltr,Malol
FALSE,mbl,ltr,Maxakalí
FALSE,mbm,ltr,Ombamba
FALSE,mbn,ltr,Macaguán
FALSE,mbo,ltr,Mbo
FALSE,mbp,ltr,Malayo
FALSE,mbq,ltr,Maisin
FALSE,mbq-x-abiosoveaki,ltr,Abiosoveaki
FALSE,mbq-x-gauga,ltr,Gauga
FALSE,mbq-x-kosira,ltr,Kosira
FALSE,mbr,ltr,Nukak Makú
FALSE,mbs,ltr,"Manobo, Sarangani"
FALSE,mbs-x-piyabawa,ltr,Piyabawa Manobo
FALSE,mbt,ltr,"Manobo, Matigsalug"
FALSE,mbt-x-kulamanen,ltr,
FALSE,mbt-x-tigwa,ltr,"Tigwa, Tigwahanen"
FALSE,mbt-x-tingod,ltr,
FALSE,mbu,ltr,Mbula-Bwazza
FALSE,mbv,ltr,Mbulungish
FALSE,mbw,ltr,Maring
FALSE,mbx,ltr,Mari
FALSE,mby,ltr,Memoni
FALSE,mbz,ltr,"Mixtec, Amoltepec"
FALSE,mca,ltr,Maka
FALSE,mcb,ltr,Machiguenga
FALSE,mcc,ltr,Bitur
FALSE,mcd,ltr,Sharanahua
FALSE,mce,ltr,"Mixtec, Itundujia"
FALSE,mcf,ltr,Matsés
FALSE,mcg,ltr,Mapoyo
FALSE,mch,ltr,Maquiritari
FALSE,mci,ltr,Mesem
FALSE,mcj,ltr,Mvanip
FALSE,mck,ltr,Mbunda
FALSE,mck-ZM-mbunda,ltr,Mbunda
FALSE,mcl,ltr,Macaguaje
FALSE,mcm,ltr,Malaccan Creole Portuguese
FALSE,mcn,ltr,Masana
FALSE,mco,ltr,"Mixe, Coatlán"
FALSE,mcp,ltr,Makaa
FALSE,mcq,ltr,Ese
FALSE,mcq-x-akabafa,ltr,Akabafa
FALSE,mcq-x-oikol,ltr,Oikol
FALSE,mcr,ltr,Menya
FALSE,mcs,ltr,Mambai
FALSE,mct,ltr,Mengisa
FALSE,mcu,ltr,"Mambila, Cameroon"
FALSE,mcv,ltr,Minanibai
FALSE,mcw,ltr,Mawa
FALSE,mcx,ltr,Mpiemo
FALSE,mcy,ltr,"Watut, South"
FALSE,mcz,ltr,Mawan
FALSE,mda,ltr,Mada
FALSE,mdb,ltr,Morigi
FALSE,mdc,ltr,Male
FALSE,mdc-x-kaliku,ltr,Kaliku
FALSE,mdd,ltr,Mbum
FALSE,mde,ltr,Maba
FALSE,mdf,ltr,Moksha
FALSE,mdg,ltr,Massalat
FALSE,mdh,ltr,Maguindanaon
FALSE,mdh-x-dananao,ltr,
FALSE,mdi,ltr,Mamvu
FALSE,mdj,ltr,Mangbetu
FALSE,mdj-x-,ltr,Malele
FALSE,mdj-x-medje,ltr,Medje
FALSE,mdk,ltr,Mangbutu
FALSE,mdl,ltr,Maltese Sign Language
FALSE,mdm,ltr,Mayogo
FALSE,mdn,ltr,Mbati
FALSE,mdp,ltr,Mbala
FALSE,mdq,ltr,Mbole
FALSE,mdr,ltr,Mandar
FALSE,mds,ltr,Maria
FALSE,mdt,ltr,Mbere
FALSE,mdu,ltr,Mboko
FALSE,mdv,ltr,"Mixtec, Santa Lucía Monteverde"
FALSE,mdw,ltr,Mbosi
FALSE,mdx,ltr,Dizin
FALSE,mdy,ltr,Male
FALSE,mdz,ltr,Suruí do Pará
FALSE,mea,ltr,Menka
FALSE,meb,ltr,Ikobi
FALSE,mec,ltr,Mara
FALSE,med,ltr,Melpa
FALSE,mee,ltr,Mengen
FALSE,mef,ltr,Megam
FALSE,meh,ltr,"Mixtec, Southwestern Tlaxiaco"
FALSE,mei,ltr,Midob
FALSE,mej,ltr,Meyah
FALSE,mek,ltr,Mekeo
FALSE,mek-x-inafangan,ltr,Inanfangan
FALSE,mek-x-nmekioupst,ltr,North Mekio Upstream
FALSE,mek-x-northmekeo,ltr,North Mekeo
FALSE,mel,ltr,"Melanau, Central"
FALSE,mem,ltr,Mangala
FALSE,men,ltr,Mende
FALSE,meo,ltr,"Malay, Kedah"
FALSE,mep,ltr,Miriwung
FALSE,meq,ltr,Merey
FALSE,mer,ltr,Kimîîru
FALSE,mes,ltr,Masmaje
FALSE,met,ltr,Mato
FALSE,meu,ltr,Motu Elevala
FALSE,mev,ltr,Mano
FALSE,mew,ltr,Maaka
FALSE,mey,rtl,Hassaniyya
FALSE,mey-MA-hassaniya,ltr,Hassaniya (Morocco)
FALSE,mey-MR-hassaniya,ltr,Hassaniya (Mauritania)
FALSE,mey-NE-hassaniya,ltr,Hassaniya (Niger)
FALSE,mey-SN-hassaniya,rtl,Hassaniya (Senegal)
FALSE,mez,ltr,Menominee
FALSE,mfa,ltr,"Malay, Pattani"
FALSE,mfb,ltr,Bangka
FALSE,mfc,ltr,Mba
FALSE,mfd,ltr,Mendankwe-Nkwen
FALSE,mfe,ltr,Morisyen
FALSE,mff,ltr,Naki
FALSE,mfg,ltr,Mogofin
FALSE,mfh,ltr,Matal
FALSE,mfi,ltr,Wandala
FALSE,mfj,ltr,Mefele
FALSE,mfk,ltr,"Mofu, North"
FALSE,mfl,ltr,Putai
FALSE,mfm,ltr,Marghi South
FALSE,mfn,ltr,"Mbembe, Cross River"
FALSE,mfo,ltr,Mbe
FALSE,mfp,ltr,"Malay, Makassar"
FALSE,mfq,ltr,Moba
FALSE,mfq-x-mual,ltr,
FALSE,mfr,ltr,Marithiel
FALSE,mfs,ltr,Mexican Sign Language
FALSE,mft,ltr,Mokerang
FALSE,mfu,ltr,Mbwela
FALSE,mfv,ltr,Mandjak
FALSE,mfx,ltr,Melo
FALSE,mfy,ltr,Mayo
FALSE,mfz,ltr,Mabaan
FALSE,mg,ltr,Malagasy
FALSE,mga,ltr,Middle Irish
FALSE,mgb,ltr,Mararit
FALSE,mgc,ltr,Morokodo
FALSE,mgc-x-bitti,ltr,Bitti
FALSE,mgd,ltr,Moru
FALSE,mge,ltr,Mango
FALSE,mgf,ltr,Maklew
FALSE,mgg,ltr,Mpumpong
FALSE,mgh,ltr,Makhuwa-Meetto
FALSE,mgi,ltr,Lijili
FALSE,mgj,ltr,Abureni
FALSE,mgk,ltr,Mawes
FALSE,mgl,ltr,Maleu
FALSE,mgl-x-gaulapua,ltr,Gaulapua
FALSE,mgl-x-kilenge,ltr,Kilenge
FALSE,mgl-x-somate,ltr,Somate
FALSE,mgm,ltr,Mambae
FALSE,mgn,ltr,Mbangi
FALSE,mgo,ltr,Meta’
FALSE,mgp,ltr,"Magar, Eastern"
FALSE,mgq,ltr,Malila
FALSE,mgr,ltr,Mambwe-Lungu
FALSE,mgr-MW-chimambwe,ltr,Chimambwe
FALSE,mgs,ltr,Manda
FALSE,mgt,ltr,Mongol
FALSE,mgu,ltr,Mailu
FALSE,mgu-x-derebai,ltr,Derebai
FALSE,mgv,ltr,Matengo
FALSE,mgw,ltr,Matumbi
FALSE,mgy,ltr,Mbunga
FALSE,mgz,ltr,Mbugwe
FALSE,mh,ltr,Marshallese
FALSE,mha,ltr,Manda
FALSE,mhb,ltr,Mahongwe
FALSE,mhc,ltr,Mocho
FALSE,mhd,ltr,Mbugu
FALSE,mhe,ltr,Mah Meri
FALSE,mhf,ltr,Mamaa
FALSE,mhg,ltr,Margu
FALSE,mhi,ltr,Ma’di
FALSE,mhi-x-burolo,ltr,Burolo
FALSE,mhj,ltr,Mogholi
FALSE,mhk,ltr,Mungaka
FALSE,mhl,ltr,Mauwake
FALSE,mhl-x-alesuwaw,ltr,Alesuwaw
FALSE,mhl-x-bedup,ltr,Bedup
FALSE,mhl-x-mawak,ltr,Mawak
FALSE,mhl-x-mewok,ltr,Mewok
FALSE,mhl-x-ulatapun,ltr,Ulatapun
FALSE,mhm,ltr,Makhuwa-Moniga
FALSE,mhn,ltr,Mócheno
FALSE,mho,ltr,Mashi
FALSE,mhp,ltr,"Malay, Balinese"
FALSE,mhq,ltr,Mandan
FALSE,mhr,ltr,"Mari, Meadow"
FALSE,mhs,ltr,Buru
FALSE,mht,ltr,Mandahuaca
FALSE,mhu,ltr,Digaro-Mishmi
FALSE,mhw,ltr,Mbukushu
FALSE,mhw-x-mbukunamib,ltr,Mbukushu
FALSE,mhw-x-mbukurundu,ltr,Mbukushu (Rundu)
FALSE,mhx,ltr,Lhao Vo
FALSE,mhy,ltr,Ma’anyan
FALSE,mhy-x-balangan,ltr,
FALSE,mhy-x-benualima,ltr,Dayak Ma'anyan Banua Lima
FALSE,mhy-x-halong,ltr,Dayak Halong
FALSE,mhy-x-pajusapulu,ltr,Paju Sapuluh
FALSE,mhy-x-samihim,ltr,Samihim
FALSE,mhz,ltr,Mor
FALSE,mi,ltr,Māori
FALSE,mia,ltr,Miami
FALSE,mib,ltr,"Mixtec, Atatláhuca"
FALSE,mic,ltr,Micmac
FALSE,mid,ltr,Mandaic
FALSE,mie,ltr,"Mixtec, Ocotepec"
FALSE,mif,ltr,Mofu-Gudur
FALSE,mig,ltr,"Mixtec, San Miguel el Grande"
FALSE,mih,ltr,"Mixtec, Chayuco"
FALSE,mii,ltr,"Mixtec, Chigmecatitlán"
FALSE,mij,ltr,Mungbam
FALSE,mik,ltr,Mikasuki
FALSE,mil,ltr,"Mixtec, Peñoles"
FALSE,mim,ltr,"Mixtec, Alacatlatzala"
FALSE,min,ltr,Minangkabau
FALSE,mio,ltr,"Mixtec, Pinotepa Nacional"
FALSE,mip,ltr,"Mixtec, Apasco-Apoala"
FALSE,miq,ltr,Mískito
FALSE,mir,ltr,"Mixe, Isthmus"
FALSE,mis,ltr,
FALSE,mit,ltr,"Mixtec, Southern Puebla"
FALSE,miu,ltr,"Mixtec, Cacaloxtepec"
FALSE,miw,ltr,Akoye
FALSE,mix,ltr,"Mixtec, Mixtepec"
FALSE,miy,ltr,"Mixtec, Ayutla"
FALSE,miz,ltr,"Mixtec, Coatzospan"
FALSE,mjc,ltr,"Mixtec, San Juan Colorado"
FALSE,mjd,ltr,"Maidu, Northwest"
FALSE,mjg,ltr,Tu
FALSE,mjh,ltr,Mwera
FALSE,mji,ltr,Kim Mun
FALSE,mji-x-daoaodai,ltr,Dao Ao Dai
FALSE,mji-x-lanten,ltr,Lanten
FALSE,mjj,ltr,Mawak
FALSE,mjk,ltr,Matukar
FALSE,mjl,ltr,Mandeali
FALSE,mjm,ltr,Medebur
FALSE,mjn,ltr,Ma
FALSE,mjo,ltr,Malankuravan
FALSE,mjp,ltr,Malapandaram
FALSE,mjq,ltr,Malaryan
FALSE,mjr,ltr,Malavedan
FALSE,mjs,ltr,Miship
FALSE,mjt,ltr,Sauria Paharia
FALSE,mju,ltr,Manna-Dora
FALSE,mjv,ltr,Mannan
FALSE,mjw,ltr,Karbi
FALSE,mjx,ltr,Mahali
FALSE,mjy,ltr,Mahican
FALSE,mjz,ltr,Majhi
FALSE,mk,ltr,Macedonian
FALSE,mka,ltr,Mbre
FALSE,mkb,ltr,Mal Paharia
FALSE,mkc,ltr,Siliput
FALSE,mke,ltr,Mawchi
FALSE,mkf,ltr,Miya
FALSE,mkg,ltr,Mak
FALSE,mki,ltr,Dhatki
FALSE,mkj,ltr,Mokilese
FALSE,mkk,ltr,Byep
FALSE,mkl,ltr,Mokole
FALSE,mkm,ltr,Moklen
FALSE,mkn,ltr,"Malay, Kupang"
FALSE,mkn-x-lamankira,ltr,Timur Lamankira
FALSE,mkn-x-timurkupan,ltr,Timur Kupang
FALSE,mko,ltr,Mingang Doso
FALSE,mkp,ltr,Moikodi
FALSE,mkp-x-doriri,ltr,Doriri
FALSE,mkq,ltr,Bay Miwok
FALSE,mkr,ltr,Malas
FALSE,mkr-x-simbukanam,ltr,Simbukanam
FALSE,mks,ltr,"Mixtec, Silacayoapan"
FALSE,mkt,ltr,Vamale
FALSE,mku,ltr,"Maninka, Konyanka"
FALSE,mkv,ltr,Mafea
FALSE,mkw,ltr,Kituba
FALSE,mkx,ltr,"Manobo, Kinamiging"
FALSE,mky,ltr,"Makian, East"
FALSE,mkz,ltr,Makasae
TRUE,ml,ltr,Malayalam
FALSE,mla,ltr,Malo
FALSE,mlb,ltr,Mbule
FALSE,mlc,ltr,Cao Lan
FALSE,mle,ltr,Manambu
FALSE,mlf,ltr,Mal
FALSE,mlh,ltr,Mape
FALSE,mli,ltr,Malimpung
FALSE,mlj,ltr,Miltu
FALSE,mlk,ltr,Kiwilwana
FALSE,mll,ltr,Malua Bay
FALSE,mlm,ltr,Mulam
FALSE,mln,ltr,Malango
FALSE,mlo,ltr,Mlomp
FALSE,mlp,ltr,Bargam
FALSE,mlp-x-amse,ltr,Amse
FALSE,mlp-x-anahwag,ltr,Anahwag
FALSE,mlp-x-bunu,ltr,Bunu
FALSE,mlp-x-ezaqham,ltr,Ezaq-ham
FALSE,mlp-x-gabagsal,ltr,Gabagsal
FALSE,mlp-x-kurum,ltr,Kurum
FALSE,mlp-x-niyau,ltr,Niyau
FALSE,mlp-x-wasabamal,ltr,Wasabamal
FALSE,mlq,ltr,"Maninkakan, Western"
FALSE,mlr,ltr,Vame
FALSE,mls,ltr,Masalit
FALSE,mlu,ltr,To’abaita
FALSE,mlv,ltr,Mwotlap
FALSE,mlw,ltr,Moloko
FALSE,mlx,ltr,Na’ahai
FALSE,mlz,ltr,Malaynon
FALSE,mma,ltr,Mama
FALSE,mmb,ltr,Momina
FALSE,mmc,ltr,"Mazahua, Michoacán"
FALSE,mmd,ltr,Maonan
FALSE,mme,ltr,Mae
FALSE,mme-x-nsmllnambas,ltr,North Small Nambas
FALSE,mmf,ltr,Mundat
FALSE,mmg,ltr,"Ambrym, North"
FALSE,mmh,ltr,Mehináku
FALSE,mmi,ltr,Musar
FALSE,mmj,ltr,Majhwar
FALSE,mmk,ltr,Mukha-Dora
FALSE,mml,ltr,Man Met
FALSE,mmm,ltr,Maii
FALSE,mmn,ltr,Mamanwa
FALSE,mmo,ltr,"Buang, Mangga"
FALSE,mmp,ltr,Siawi
FALSE,mmq,ltr,Musak
FALSE,mmq-x-amule,ltr,Amule
FALSE,mmq-x-gariskang,ltr,Gariskang
FALSE,mmq-x-icvieng,ltr,Icvieng
FALSE,mmr,ltr,"Miao, Western Xiangxi"
FALSE,mmt,ltr,Malalamai
FALSE,mmu,ltr,Mmaala
FALSE,mmv,ltr,Miriti
FALSE,mmw,ltr,Emae
FALSE,mmx,ltr,Madak
FALSE,mmy,ltr,Migaama
FALSE,mmz,ltr,Mabaale
TRUE,mn,ltr,Mongolian
FALSE,mna,ltr,Mbula
FALSE,mnb,ltr,Muna
FALSE,mnc,ltr,Manchu
FALSE,mnd,ltr,Mondé
FALSE,mne,ltr,Naba
FALSE,mnf,ltr,Mundani
FALSE,mng,ltr,"Mnong, Eastern"
FALSE,mnh,ltr,Mono
FALSE,mni,ltr,Meitei
FALSE,mnj,ltr,Munji
FALSE,mnk,ltr,Mandinka
FALSE,mnl,ltr,Tiale
FALSE,mnm,ltr,Mapena
FALSE,mnn,ltr,"Mnong, Southern"
FALSE,mnp,ltr,"Chinese, Min Bei"
FALSE,mnq,ltr,Minriq
FALSE,mnr,ltr,Mono
FALSE,mns,ltr,Mansi
FALSE,mnu,ltr,Mer
FALSE,mnv,ltr,Rennell-Bellona
FALSE,mnw,ltr,Mon
FALSE,mnx,ltr,Manikion
FALSE,mny,ltr,Manyawa
FALSE,mnz,ltr,Moni
FALSE,moa,ltr,Mwan
FALSE,moc,ltr,Mocoví
FALSE,mod,ltr,Mobilian
FALSE,moe,ltr,Montagnais
FALSE,mog,ltr,Mongondow
FALSE,mog-x-boroko,ltr,
FALSE,moh,ltr,Mohawk
FALSE,moi,ltr,Mboi
FALSE,moj,ltr,Monzombo
FALSE,mok,ltr,Morori
FALSE,mom,ltr,Mangue
FALSE,moo,ltr,Monom
FALSE,mop,ltr,"Maya, Mopán"
FALSE,moq,ltr,Mor
FALSE,mor,ltr,Moro
FALSE,mos,ltr,Mòoré
FALSE,mot,ltr,Barí
FALSE,mou,ltr,Mogum
FALSE,mov,ltr,Mohave
FALSE,mow,ltr,Moi
FALSE,mox,ltr,Molima
FALSE,moy,ltr,Shekkacho
FALSE,moz,ltr,Mokilko
FALSE,mpa,ltr,Mpoto
FALSE,mpb,ltr,Mullukmulluk
FALSE,mpc,ltr,Mangarayi
FALSE,mpd,ltr,Machinere
FALSE,mpe,ltr,Majang
FALSE,mpg,ltr,Marba
FALSE,mph,ltr,Maung
FALSE,mpi,ltr,Mpade
FALSE,mpj,ltr,Martu Wangka
FALSE,mpk,ltr,Mbara
FALSE,mpl,ltr,"Watut, Middle"
FALSE,mpm,ltr,"Mixtec, Yosondúa"
FALSE,mpn,ltr,Mindiri
FALSE,mpo,ltr,Miu
FALSE,mpp,ltr,Migabac
FALSE,mpq,ltr,Matís
FALSE,mpr,ltr,Vangunu
FALSE,mpr-x-bareke,ltr,
FALSE,mps,ltr,Dadibi
FALSE,mpt,ltr,Mian
FALSE,mpu,ltr,Makuráp
FALSE,mpv,ltr,Mungkip
FALSE,mpw,ltr,Mapidian
FALSE,mpx,ltr,Misima-Panaeati
FALSE,mpz,ltr,Mpi
FALSE,mqa,ltr,Maba
FALSE,mqb,ltr,Mbuko
FALSE,mqc,ltr,Mangole
FALSE,mqe,ltr,Matepi
FALSE,mqf,ltr,Momuna
FALSE,mqg,ltr,"Malay, Kota Bangun Kutai"
FALSE,mqh,ltr,"Mixtec, Tlazoyaltepec"
FALSE,mqi,ltr,Mariri
FALSE,mqj,ltr,Mamasa
FALSE,mqk,ltr,"Manobo, Rajah Kabunsuwan"
FALSE,mql,ltr,Mbelime
FALSE,mqm,ltr,"Marquesan, South"
FALSE,mqn,ltr,Moronene
FALSE,mqo,ltr,Modole
FALSE,mqp,ltr,Manipa
FALSE,mqq,ltr,Minokok
FALSE,mqr,ltr,Mander
FALSE,mqs,ltr,"Makian, West"
FALSE,mqt,ltr,Mok
FALSE,mqu,ltr,Mandari
FALSE,mqv,ltr,Mosimo
FALSE,mqw,ltr,Murupi
FALSE,mqw-x-haimo,ltr,Haimo
FALSE,mqx,ltr,Mamuju
FALSE,mqy,ltr,Manggarai
FALSE,mqz,ltr,Pano
TRUE,mr,ltr,Marathi (Marāṭhī)
FALSE,mra,ltr,Mlabri
FALSE,mrb,ltr,Marino
FALSE,mrc,ltr,Maricopa
FALSE,mrd,ltr,"Magar, Western"
FALSE,mre,ltr,Martha's Vineyeard Sign Language
FALSE,mrf,ltr,Elseng
FALSE,mrg,ltr,Mising
FALSE,mrh,ltr,"Chin, Mara"
FALSE,mrj,ltr,"Mari, Hill"
FALSE,mrk,ltr,Hmwaveke
FALSE,mrl,ltr,Mortlockese
FALSE,mrm,ltr,Mwerlap
FALSE,mrn,ltr,Cheke Holo
FALSE,mro,ltr,Mru
FALSE,mro-BD-mruchowlai,ltr,Mruchow Lai
FALSE,mrp,ltr,Morouas
FALSE,mrq,ltr,"Marquesan, North"
FALSE,mrr,ltr,Maria
FALSE,mrs,ltr,Maragus
FALSE,mrt,ltr,Marghi Central
FALSE,mru,ltr,Mono
FALSE,mrv,ltr,Mangareva
FALSE,mrw,ltr,Maranao
FALSE,mrx,ltr,Dineor
FALSE,mr-x-nagpuri,ltr,
FALSE,mry,ltr,Mandaya
FALSE,mry-x-manay,ltr,Manay
FALSE,mry-x-mandcaraga,ltr,Mandaya Caraga
FALSE,mry-x-uppermanay,ltr,Upper Manay
FALSE,mrz,ltr,Marind
TRUE,ms,ltr,Malay
FALSE,msb,ltr,Masbatenyo
FALSE,msc,ltr,"Maninka, Sankaran"
FALSE,msd,ltr,Yucatec Maya Sign Language
FALSE,mse,ltr,Musey
FALSE,msf,ltr,Mekwei
FALSE,msg,ltr,Moraid
FALSE,msh,ltr,"Malagasy, Masikoro"
FALSE,msi,ltr,"Malay, Sabah"
FALSE,msj,ltr,Ma
FALSE,msk,ltr,Mansaka
FALSE,msl,ltr,Molof
FALSE,msm,ltr,"Manobo, Agusan"
FALSE,msm-x-behoonmano,ltr,Behoon Manobo
FALSE,msm-x-bunawan,ltr,
FALSE,msm-x-bunawanon,ltr,Bunawanon
FALSE,msm-x-lapaknon,ltr,Lapaknon Manobo
FALSE,msm-x-loreto,ltr,
FALSE,msm-x-manguangan,ltr,Manguangan
FALSE,msm-x-pangyan,ltr,
FALSE,msm-x-talacogon,ltr,
FALSE,msm-x-umayam,ltr,
FALSE,msm-x-umayamno,ltr,Umayamnon
FALSE,msm-x-wawaanon,ltr,Manobo Wawaanon
FALSE,msn,ltr,Vurës
FALSE,mso,ltr,Mombum
FALSE,msq,ltr,Caac
FALSE,msr,ltr,Mongolian Sign Language
FALSE,mss,ltr,"Masela, West"
FALSE,msu,ltr,Musom
FALSE,msv,ltr,Maslam
FALSE,msw,ltr,Mansoanka
FALSE,msx,ltr,Moresada
FALSE,ms-x-dcv,ltr,
FALSE,msy,ltr,Aruamu
FALSE,msy-x-tuga,ltr,Tuga
FALSE,msz,ltr,Momare
FALSE,mt,ltr,Maltese
FALSE,mta,ltr,"Manobo, Cotabato"
FALSE,mta-x-sulitmanob,ltr,Sulit Manobo
FALSE,mta-x-tasaday,ltr,Tasaday
FALSE,mtb,ltr,Anyin Morofo
FALSE,mtc,ltr,Munit
FALSE,mtd,ltr,Mualang
FALSE,mte,ltr,Mono
FALSE,mtf,ltr,Murik
FALSE,mtg,ltr,Una
FALSE,mth,ltr,Munggui
FALSE,mti,ltr,Maiwa
FALSE,mti-x-mawaenage,ltr,Mawae Nage
FALSE,mtj,ltr,Moskona
FALSE,mtk,ltr,Mbo’
FALSE,mtl,ltr,Montol
FALSE,mtm,ltr,Mator
FALSE,mtn,ltr,Matagalpa
FALSE,mto,ltr,"Mixe, Totontepec"
FALSE,mtp,ltr,Wichí Lhamtés Nocten
FALSE,mtq,ltr,Muong
FALSE,mtr,ltr,Mewari
FALSE,mts,ltr,Yora
FALSE,mtt,ltr,Mota
FALSE,mtu,ltr,"Mixtec, Tututepec"
FALSE,mtv,ltr,Asaro’o
FALSE,mtw,ltr,"Binukidnon, Southern"
FALSE,mtx,ltr,"Mixtec, Tidaá"
FALSE,mty,ltr,Nabi
FALSE,mua,ltr,Mundang
FALSE,mub,ltr,Mubi
FALSE,muc,ltr,Ajumbu
FALSE,mud,ltr,"Aleut, Mednyj"
FALSE,mue,ltr,Media Lengua
FALSE,mug,ltr,Musgu
FALSE,muh,ltr,Mündü
FALSE,mui,ltr,Musi
FALSE,mui-x-penesak,ltr,Penesak
FALSE,muj,ltr,Mabire
FALSE,muk,ltr,Mugom
FALSE,mul,ltr,
FALSE,mum,ltr,Maiwala
FALSE,muo,ltr,Nyong
FALSE,muo-x-memeka,ltr,Memeka
FALSE,mup,ltr,Malvi
FALSE,muq,ltr,"Miao, Eastern Xiangxi"
FALSE,mur,ltr,Murle
FALSE,mus,ltr,Muskogee
FALSE,mut,ltr,"Muria, Western"
FALSE,muu,ltr,Yaaku
FALSE,muv,ltr,Muthuvan
FALSE,mux,ltr,Bo-Ung
FALSE,mux-x-timboka,ltr,Timboka
FALSE,muy,ltr,Muyang
FALSE,muz,ltr,Mursi
FALSE,mva,ltr,Manam
FALSE,mva-x-wanir,ltr,Wanir
FALSE,mvb,ltr,Mattole
FALSE,mvd,ltr,Mamboru
FALSE,mve,ltr,Marwari
FALSE,mvf,ltr,"Mongolian, Peripheral"
